ShareRaceByCity
Geographic area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
CA,Home Gardens CDP,53851,75,20.7,45.6,3.1,1.1,5.8,73.7
CA,Homeland CDP,145921,96.2,4.7,62.4,2.2,1.4,0.8,52.1
CA,Homestead Valley CDP,229097,97.6,2.4,85.6,1.1,1.9,1,17.1
CA,Homewood Canyon CDP,54878,70.6,2.6,84.1,0,0,0,13.6
CA,Honcut CDP,45750,89,5.5,67,1.6,3.8,1.1,39.2
CA,Hood CDP,69157,72.6,11.3,49.8,0,5.5,5.5,50.6
CA,Hopland CDP,24974,57.1,37.3,68.9,0.5,5,1.3,34.8
CA,Hornbrook CDP,32411,54.6,32.2,78.6,0,6,0,7.7
CA,Hornitos CDP,53480,61.7,25.9,88,0,2.7,1.3,6.7
CA,Hughson city,33457,61,26.6,77.2,0.8,1.1,1.5,43.2
CA,Humboldt Hill CDP,29682,81.3,35.2,83.6,1.2,3.5,3,8.7
CA,Huntington Beach city,-,100,100,76.7,1,0.5,11.1,17.1
CA,Huntington Park city,(X),91.9,42.8,51.2,0.8,1.3,0.7,97.1
CA,Huron city,76429,80.6,3.4,34.1,1,1.1,0.6,96.6
CA,Hyampom CDP,29483,83.9,35.9,82.6,0,8.3,0,7.9
CA,Hydesville CDP,40227,84.5,20.6,89.6,0.3,2.7,0.5,5.7
CA,Idlewild CDP,30893,79.6,34.9,100,0,0,0,0
CA,Idyllwild-Pine Cove CDP,-,100,0,88.6,0.8,0.8,3.5,12.4
CA,Imperial city,52036,78.1,24.3,63,2.2,1,2.5,74.8
CA,Imperial Beach city,48704,87.5,7.4,62.6,4.4,1,6.6,49
CA,Independence CDP,83252,92.4,9.4,73.7,0.9,14.6,1.2,13.9
CA,Indian Falls CDP,34887,41.4,29.6,92.6,0,0,1.9,7.4
CA,Indianola CDP,27049,27,35.8,86.6,0.2,5.1,1.3,5.3
CA,Indian Wells city,(X),82.1,0,95.2,0.6,0.4,1.7,4.2
CA,Indio city,58304,96.1,12.6,61.5,2.4,1,2.2,67.8
CA,Indio Hills CDP,-,100,0,55.8,0.6,1.5,0.5,67.6
CA,Industry city,61162,96.6,19.5,58.9,0.5,0,8.2,52.5
CA,Inglewood city,80082,86.2,8.7,23.3,43.9,0.7,1.4,50.6
CA,Interlaken CDP,46659,79.5,18.9,52.7,0.8,1.7,4.1,71.9
CA,Inverness CDP,48529,91.9,14.5,92.9,1.2,0.6,1.2,6.1
CA,Inyokern CDP,20542,100,38.3,84.6,1.3,2.2,2.3,10.6
CA,Ione city,36875,85.9,29,73.6,10.4,2.2,1.4,25.1
CA,Iron Horse CDP,93625,94.4,4.6,92.9,0,0,0.3,5.7
CA,Irvine city,50525,73.7,19.5,50.5,1.8,0.2,39.2,9.2
CA,Irwindale city,44006,64.9,15.8,58.6,0.8,2,2.4,90.6
CA,Isla Vista CDP,51835,90.7,2.4,64.4,2.6,0.5,14.7,22.8
CA,Isleton city,42044,72.5,22.4,67.4,1.2,1.2,5.1,39.3
CA,Ivanhoe CDP,64938,64.7,12.4,44.5,0.4,1.8,0.6,83.5
CA,Jackson city,52135,96.1,10.8,87.9,0.7,2,1.3,11.2
CA,Jacumba CDP,67994,94.5,1.9,69.3,0.7,2.7,1.1,36.9
CA,Jamestown CDP,50231,88.5,13.7,85.9,0.6,2.8,0.8,14.9
CA,Jamul CDP,69464,82.7,0,86,2.1,0.5,2.4,19.3
CA,Janesville CDP,92278,96.3,12.3,91.1,0.9,2.3,0.8,8.4
CA,Jenner CDP,50341,72.7,12.5,91.9,1.5,0,1.5,5.9
CA,Johannesburg CDP,20550,82.6,68,88.4,1.2,1.2,4.7,4.7
CA,Johnstonville CDP,34833,76.7,31.5,90.7,0.7,1.6,1.3,7.1
CA,Johnsville CDP,29063,42.5,36.3,100,0,0,0,0
CA,Joshua Tree CDP,43689,92.3,14.3,83.3,3.2,1.1,1.4,17.6
CA,Julian CDP,26034,62.5,0,89.3,0.3,1.8,0.8,13
CA,Junction City CDP,35268,93.9,19.6,87.8,0.1,4.3,0.3,7.2
CA,June Lake CDP,111055,93.6,5.4,84.9,0,1.1,0.3,21.8
CA,Keddie CDP,73611,92.4,6,93.9,3,0,0,0
CA,Keeler CDP,82250,92.3,23.1,95.5,0,0,3,9.1
CA,Keene CDP,-,100,0,89.3,0.5,2.3,1.9,10.9
CA,Kelly Ridge CDP,70197,97.3,18.9,89.9,0.8,2.2,1.4,8
CA,Kelseyville CDP,-,100,0,66,0.7,1.5,1,39.9
CA,Kennedy CDP,36870,88.6,24,15.9,6.1,0.7,7.9,77.2
CA,Kennedy Meadows CDP,68929,85.6,14,89.3,0,3.6,0,10.7
CA,Kensington CDP,43500,89.3,14.4,78.1,2.6,0.3,12,5.2
CA,Kentfield CDP,51434,92,0,91.1,0.5,0.2,3.5,4.6
CA,Kenwood CDP,57749,67.8,17,90.5,0.1,0.1,2.2,7.7
CA,Kerman city,83750,100,0,50.6,0.5,1.3,8.1,71.7
CA,Kernville CDP,(X),100,13.4,90.1,0.1,1.4,0.5,5.9
CA,Keswick CDP,65893,100,32.5,86.3,0,5.1,1.3,3.1
CA,Kettleman City CDP,38253,91.9,11.4,33.2,0.3,0.6,0.1,96.1
CA,Keyes CDP,36713,73.6,27,55.5,1.3,1.1,3.6,57.7
CA,King City city,38088,48.9,23.7,47.9,1.2,2.7,1.3,87.5
CA,Kings Beach CDP,-,100,0,84.7,0.4,0.5,0.4,55.7
CA,Kingsburg city,146378,99.2,7.1,75.3,0.5,1.3,3.4,42.9
CA,Kingvale CDP,167708,98.8,5.1,94.4,0.7,0.7,0,4.2
CA,Kirkwood CDP,79102,89.4,1.1,96.8,0,2.5,0.6,3.8
CA,Klamath CDP,41820,55.6,25.6,48.7,0.1,41.7,0.4,11.6
CA,Knightsen CDP,49767,96.2,10.5,80.9,0.9,0.5,1.8,29
CA,Knights Landing CDP,26467,74.8,9.5,56.3,0.4,1,0.7,64.7
CA,La Ca_ada Flintridge city,34286,28.8,27.6,68.9,0.5,0.1,25.8,6.3
CA,La Crescenta-Montrose CDP,42735,68.5,31.1,65.2,0.7,0.4,27.3,11.4
CA,Ladera CDP,40238,40.3,23.9,89,0.2,0.1,6.9,2.3
CA,Ladera Heights CDP,39841,79.7,16.6,15.1,73.7,0.3,3.6,5.5
CA,Ladera Ranch CDP,57723,87,17.9,77.9,1.5,0.2,12.1,12.8
CA,Lafayette city,-,100,31,84.7,0.7,0.3,9,5.8
CA,Laguna Beach city,(X),100,53.3,90.9,0.8,0.3,3.6,7.3
CA,Laguna Hills city,31719,84.2,28.9,72.7,1.4,0.3,12.6,20.6
CA,Laguna Niguel city,79531,90.7,12.1,80.4,1.2,0.3,8.7,13.9
CA,Laguna Woods city,42813,62.1,18.2,87.3,0.7,0.1,10,4
CA,Lagunitas-Forest Knolls CDP,156883,97.6,2.5,91.1,1.4,0.6,0.6,7.3
CA,La Habra city,85458,95.4,7.5,58.3,1.7,0.9,9.4,57.2
CA,La Habra Heights city,"250,000",100,1.2,72.4,0.9,0.5,15.8,23.5
CA,La Honda CDP,102281,97.2,6.8,87.4,1.4,0,1.7,7.4
CA,Lake Almanor Country Club CDP,134435,97,2.1,96.9,0.5,0.5,0.2,1.9
CA,Lake Almanor Peninsula CDP,137895,98.3,4.9,94.7,0,2.5,0,6.2
CA,Lake Almanor West CDP,98366,97.5,6.7,95.9,0.4,0.4,0,4.1
CA,Lake Arrowhead CDP,89754,91.5,8.5,86.4,0.8,0.7,1.2,21.8
CA,Lake California CDP,95536,95.5,6.6,90.1,0.4,2.7,1,8.2
CA,Lake City CDP,38674,95.7,10.3,95.1,0,0,0,0
CA,Lake Davis CDP,73616,100,2.7,100,0,0,0,4.4
CA,Lake Don Pedro CDP,63037,81.5,13.2,90.9,0.6,1.7,1.1,10.1
CA,Lake Elsinore city,111382,95.5,3.4,60,5.3,0.9,5.8,48.4
CA,Lake Forest city,73688,96.5,10.7,70.3,1.7,0.5,13.1,24.6
CA,Lakehead CDP,76667,98.8,2.2,91.3,0,2.8,0.4,2.4
CA,Lake Hughes CDP,67250,95.8,5.8,83.8,2.9,1.1,0.8,16
CA,Lake Isabella CDP,(X),100,9.6,88.5,0.2,2.8,0.5,9.8
CA,Lakeland Village CDP,62050,88.7,16.2,67.3,2.5,1.1,1.5,44.3
CA,Lake Los Angeles CDP,51200,91,8.7,55.7,11.3,1.4,0.9,53.6
CA,Lake Mathews CDP,"-2,500",100,87,72,4.3,1,3.3,30.7
CA,Lake Nacimiento CDP,-,50,0,89.3,0.5,1.8,1,10.6
CA,Lake of the Pines CDP,68929,88.4,3.8,93.7,0.1,0.5,1.7,6.3
CA,Lake of the Woods CDP,61248,76.9,14.6,89.4,0.3,2,1.2,13.4
CA,Lakeport city,91254,91.9,7.4,82.7,1,3.1,2.1,16.8
CA,Lake Riverside CDP,30357,93.5,33.3,88.8,1.8,1.4,0.2,15.9
CA,Lake San Marcos CDP,(X),92.9,49.1,89.7,0.8,0.5,3,10.5
CA,Lake Sherwood CDP,23795,85.4,39.2,89.6,0.3,0.1,6.6,3.4
CA,Lakeside CDP,39581,75.3,25.6,85,1.1,0.9,1.7,17.6
CA,Lakeview CDP,40240,75.2,30.1,53.1,0.7,2.3,0.3,64.2
CA,Lake Wildwood CDP,68140,84.4,12.8,94.7,0.3,0.9,1.1,5.4
CA,Lakewood city,71641,95.2,3.1,56,8.7,0.7,16.4,30.1
CA,La Mesa city,75274,96.8,3.3,71.8,7.7,0.8,5.8,20.5
CA,La Mirada city,44500,87.6,15,60.7,2.3,0.8,17.8,39.7
CA,Lamont CDP,39605,90.4,17.7,44.2,0.9,1.5,0.5,94.5
CA,Lanare CDP,70750,94.6,7.2,30.7,9.7,0.8,0.3,88.1
CA,Lancaster city,46510,96.7,18.3,49.6,20.5,1,4.3,38
CA,La Palma city,189744,98.7,4.8,37,5.2,0.4,48.1,16
CA,La Porte CDP,62894,91.7,11.6,92.3,3.8,3.8,0,0
CA,La Presa CDP,53191,71.8,22,44.1,13,0.8,9.4,47.3
CA,La Puente city,63271,95.5,4.7,49.4,1.4,1.1,8.4,85.1
CA,La Quinta city,79193,87.9,7.9,78.7,1.9,0.6,3.1,30.3
CA,La Riviera CDP,54667,91,12.4,67.7,10,0.7,7.1,16.3
CA,Larkfield-Wikiup CDP,79330,88.8,7.5,79.3,0.9,1.9,3.3,22.3
CA,Larkspur city,33351,42.2,37.4,86.5,1.6,0.2,4.7,7.7
CA,La Selva Beach CDP,(X),57.6,62.5,84.4,0.9,0.8,4.1,13.1
CA,Las Flores CDP (Orange County),47225,81.4,23.5,75.2,1.5,0.4,13.1,16.5
CA,Las Flores CDP (Tehama County),82304,92.9,7.3,67.9,0,2.7,0,38.5
CA,Las Lomas CDP,-,-,-,38.6,1.2,3.1,1.8,89.2
CA,Lathrop city,60251,80.7,13.7,41.1,7.2,1.3,22,42.6
CA,Laton CDP,56512,60.5,14.5,54.9,0.2,0.7,0.5,76.4
CA,La Verne city,71091,89.6,9.6,74.2,3.4,0.9,7.7,31
CA,La Vina CDP,57138,93.2,21,41.9,1.1,0,0,95
CA,Lawndale city,68787,91.6,9.9,43.6,10.1,0.9,10,61
CA,Laytonville CDP,88829,95.6,4,68.4,1.3,19.9,0.8,11.5
CA,Lebec CDP,106343,98.3,5.2,78.5,1,3.1,1.2,26.9
CA,Lee Vining CDP,130683,96.9,3.8,56.8,0,11.3,0,43.2
CA,Leggett CDP,29803,48.1,5.2,82.8,0,2.5,0,3.3
CA,Le Grand CDP,63710,42.3,21.8,52.4,1.1,2.1,1,81.8
CA,Lemon Cove CDP,62267,76.9,13.1,84.7,0,1.6,1,24.7
CA,Lemon Grove city,27701,54.5,49.1,51.6,13.8,0.9,6.4,41.2
CA,Lemon Hill CDP,74631,91.1,8.2,37.1,10.9,1.8,17.4,49.5
CA,Lemoore city,31094,43.6,43,56.8,6.4,1.4,8.2,40
CA,Lemoore Station CDP,47540,70,17.8,65.6,9.8,0.9,7.5,19.4
CA,Lennox CDP,23315,85.9,34.3,37.9,3.4,0.9,0.8,93
CA,Lenwood CDP,(X),82.4,23.3,60.2,6.2,2.7,1,47.3
CA,Leona Valley CDP,-,100,0,90.6,0.7,0.2,1.7,12.3
CA,Lewiston CDP,(X),100,32.4,90,0.7,3.1,0.5,6.5
CA,Lexington Hills CDP,39000,48.3,33.1,88.7,0.4,0.2,3.7,8
CA,Likely CDP,37500,95,15.8,90.5,0,7.9,0,9.5
CA,Lincoln city,55404,81.4,15.1,79.6,1.5,0.9,6.2,17.7
CA,Lincoln Village CDP,28465,63.1,38.9,67.8,3.5,1.3,6.1,32.5
CA,Linda CDP,49623,84.6,15.6,56.1,4.1,2,13,32.5
CA,Lindcove CDP,41552,96.8,15.8,70,0.5,3.7,0,48.5
CA,Linden CDP,36424,48.8,32.3,86.4,0.3,0.6,1.4,21.6
CA,Lindsay city,37264,74.1,44.6,55.1,0.7,1.1,2.3,85.5
CA,Linnell Camp CDP,79728,88.9,6.6,46.8,0.4,2.1,0.9,98
CA,Litchfield CDP,31250,89.8,29.4,90.3,0,0,0,12.8
CA,Little Grass Valley CDP,140323,98.9,3.2,100,0,0,0,0
CA,Little River CDP,-,100,0,96.6,0,0.9,0,1.7
CA,Littlerock CDP,72399,93,9.1,58.7,5.4,1.2,1.7,54.1
CA,Live Oak CDP,55221,90.3,8.9,73.6,1.4,1,4.5,28
CA,Live Oak city,36836,73.1,32.6,53.5,1.6,1.5,11.7,48.8
CA,Livermore city,43571,48.1,28.9,74.6,2.1,0.6,8.4,20.9
CA,Livingston city,84239,95.4,12.3,40.3,0.8,2.7,17,73.1
CA,Lockeford CDP,30789,48.7,37.9,78.1,0.3,0.7,2,29.6
CA,Lockwood CDP,19560,23.8,64.6,78.4,1.1,1.6,0.5,26.4
CA,Lodi city,47625,85.9,6.6,68.7,0.8,0.9,6.9,36.4
CA,Lodoga CDP,-,-,-,84.8,8.1,2,1,4.1
CA,Loleta CDP,(X),83,52.1,82.1,1.5,2,0.6,14.6
CA,Loma Linda city,39313,53.1,30.1,47.8,8.7,0.4,28.3,22.2
CA,Loma Mar CDP,13036,36.1,50,89.4,1.8,0,2.7,10.6
CA,Loma Rica CDP,68875,87,13.4,88,0.8,2.5,0.8,8.9
CA,Lomita city,42288,63.7,21.8,59.2,5.3,0.9,14.4,32.8
CA,Lompico CDP,100992,91.5,5.7,88.4,0.5,1.1,1.8,10.1
CA,Lompoc city,51538,51.8,20.8,61.2,5.7,1.8,3.8,50.8
CA,London CDP,44244,76.3,20.7,40.7,0.3,2.5,0,92.9
CA,Lone Pine CDP,46538,94.2,27.1,65.6,0.3,10.1,0.8,34.1
CA,Long Barn CDP,49316,80.4,17.4,90.3,0.6,1.9,0,8.4
CA,Long Beach city,42031,72.5,4.4,46.1,13.5,0.7,12.9,40.8
CA,Lookout CDP,45417,87.4,23.3,90.5,0,2.4,0,16.7
CA,Loomis town,55895,90.3,17.6,89.2,0.5,1.2,2.6,8.8
CA,Los Alamitos city,(X),51.2,57,71,2.8,0.4,12.8,21.1
CA,Los Alamos CDP,62404,91.3,9.7,88.2,0.3,0.5,1.7,40.9
CA,Los Altos city,57078,86.8,14.7,70.6,0.5,0.2,23.5,3.9
CA,Los Altos Hills town,69500,92.8,8.9,68.4,0.5,0.1,26.6,2.7
CA,Los Angeles city,44866,74.7,21.3,49.8,9.6,0.7,11.3,48.5
CA,Los Banos city,24491,33.6,47.2,58,3.8,1.4,3.2,64.9
CA,Los Berros CDP,31321,75.7,15.6,82.2,0.6,0.2,1.9,23.9
CA,Los Gatos town,-,100,70.6,81.8,0.9,0.3,10.9,7.2
CA,Los Molinos CDP,52783,79.4,20.6,77.6,0,1.9,0.3,26.4
CA,Los Olivos CDP,(X),92.5,0,92.7,0.1,0.4,1.1,11
CA,Los Osos CDP,89706,96.4,2.4,86.2,0.6,0.7,5.2,13.8
CA,Los Ranchos CDP,80033,91.7,11.2,94,0.1,0.1,2.1,3.9
CA,Lost Hills CDP,61115,77.3,26.5,5.5,0.2,0,0.7,97.6
CA,Lower Lake CDP,175938,98.7,2.6,79.7,1.5,1.4,1,16.9
CA,Loyalton city,226319,98,5.3,91.2,0.3,2.7,0,14
CA,Loyola CDP,50205,75.5,22.1,70.3,0.6,0,23.3,3.5
CA,Lucas Valley-Marinwood CDP,44292,66.8,26.2,85.7,1.1,0.3,7,7.3
CA,Lucerne CDP,60565,81.2,20,84.2,2,3.4,0.8,12
CA,Lucerne Valley CDP,126122,97.2,5.6,77.6,2.9,1.8,1.5,24.9
CA,Lynwood city,40347,68.9,29.2,39.3,10.3,0.7,0.7,86.6
CA,Lytle Creek CDP,89605,95.4,1.3,86.4,0.9,1,3.3,14
CA,Mabie CDP,62857,92.5,9.5,93.2,0,0,0.6,2.5
CA,McArthur CDP,92500,98.7,6,64.2,0,4.4,0,35.2
CA,McClellan Park CDP,31033,30.7,37.2,62.9,13.3,1.7,3.6,14.8
CA,McClenney Tract CDP,30610,81.6,14.8,90,0,0,0,0
CA,McCloud CDP,40563,91.1,16.3,94.4,0.7,0.9,0.5,5.9
CA,Macdoel CDP,200208,99.4,1.6,42.9,0,4.5,0,58.6
CA,McFarland city,117071,95.5,6.8,42.8,1.9,1.3,0.7,91.5
CA,McGee Creek CDP,23059,75.4,39,95.1,0,0,0,4.9
CA,McKinleyville CDP,26429,86.5,22.9,85.7,0.7,4.6,1.4,7.1
CA,McKittrick CDP,43109,52.8,25.3,87.8,0.9,0.9,0,7.8
CA,McSwain CDP,48646,90.8,6.4,76.6,1.3,0.8,6.8,25.9
CA,Madera city,-,100,0,49.9,3.4,3.1,2.2,76.7
CA,Madera Acres CDP,43478,100,15.2,63.7,2.6,1.8,1.2,65.3
CA,Madison CDP,16938,80.5,59.6,44.5,0.2,1.6,0.6,76.3
CA,Mad River CDP,-,33.3,33.3,91.2,0.2,2.6,0.2,5
CA,Magalia CDP,38068,92.4,21.9,91.9,0.4,1.2,0.8,6.8
CA,Malaga CDP,35625,31,15.2,44.1,1.3,1.6,1.2,94.1
CA,Malibu city,34032,44.4,36.8,91.5,1.2,0.2,2.6,6.1
CA,Mammoth Lakes town,(X),69.1,0,80.7,0.4,0.6,1.6,33.7
CA,Manchester CDP,50286,90.5,13.9,77.4,0,2.1,0.5,24.6
CA,Manhattan Beach city,40000,78.8,6.1,84.5,0.8,0.2,8.6,6.9
CA,Manila CDP,100156,83.3,8.1,87.5,1.8,3.2,0.6,3.8
CA,Manteca city,40457,58.2,27.6,62.4,4.3,1.1,7.1,37.7
CA,Manton CDP,61573,76.9,13.3,89.9,0,5.8,0.3,10.1
CA,March ARB CDP,55156,72.1,3.6,70,14.8,0.9,3,14.8
CA,Maricopa city,33947,93.6,29.9,83,0.1,2.3,1.4,20.1
CA,Marina city,41289,89.2,17.9,45.2,7.5,0.7,19.9,27.2
CA,Marina del Rey CDP,39837,49,31.7,79.8,5.2,0.3,8.4,7.7
CA,Marin City CDP,119659,97.7,10.5,38.9,38.1,0.6,10.8,13.7
CA,Mariposa CDP,55799,82.3,3.8,87.2,0.5,4.8,1.4,9.9
CA,Markleeville CDP,36250,79.8,7.1,91.4,0,1.9,1,5.2
CA,Martell CDP,143527,97.8,4,83,0,5,0,12.8
CA,Martinez city,32566,97,14.5,77.1,3.6,0.7,8,14.7
CA,Marysville city,62364,82.5,12.1,71,4.3,2.5,4.1,24.2
CA,Matheny CDP,31750,88.5,42.3,53.7,3.6,2,0.3,73.4
CA,Mather CDP,68750,89.8,22.4,55.7,8.8,0.9,19.1,15.8
CA,Maxwell CDP,28947,77.6,36.1,66.5,1,1.3,0.8,51.7
CA,Mayfair CDP,54193,83.1,15.3,44.2,3.7,2.2,6.8,65.6
CA,Mayflower Village CDP,100195,97.2,13,53.1,1.5,0.5,31.4,27.6
CA,Maywood city,40321,82.6,33.4,52,0.6,0.8,0.3,97.4
CA,Meadowbrook CDP,38472,78,33.3,63.9,4.1,0.6,1.6,55.4
CA,Meadow Valley CDP,51250,89.2,10.2,93.8,0,2.8,0,4.5
CA,Meadow Vista CDP,(X),100,0,93.8,0,0.7,1.1,5.3
CA,Mead Valley CDP,87959,93.3,6.1,45.3,8.2,1,1.4,72.4
CA,Mecca CDP,34566,81.4,28.6,31.3,0.5,0.5,0.2,98.7
CA,Meiners Oaks CDP,30565,44.7,36.8,78.1,0.4,1.6,1.4,29.9
CA,Mendocino CDP,79784,89.7,6.7,93.3,0.6,0.9,1.5,4.7
CA,Mendota city,46944,73.4,9.7,52.9,1,1.4,0.7,96.6
CA,Menifee city,46732,62.2,29.9,71.5,5,0.8,4.9,33
CA,Menlo Park city,65395,87.8,7.2,70.2,4.8,0.5,9.9,18.4
CA,Mentone CDP,35582,41.2,30.1,70.1,5,1.4,4,35.4
CA,Merced city,39567,71.2,35,52.2,6.3,1.5,11.8,49.6
CA,Meridian CDP,47891,97.5,31.1,74.9,0.6,2,0,23.7
CA,Mesa CDP,77228,94.1,5.4,87.6,0,4,1.2,10.4
CA,Mesa Verde CDP,40551,55.5,33.4,57.6,0.8,0.9,0.4,69.9
CA,Mesa Vista CDP,26047,28.8,43.1,89,0,7.5,1,5.5
CA,Mettler CDP,74375,72.3,17.3,54.4,0,0,0,80.1
CA,Mexican Colony CDP,50951,91.6,6.7,57.7,0,5.3,0,80.8
CA,Middletown CDP,25862,30.5,46.5,74.5,0.4,2.1,1.4,31.2
CA,Midpines CDP,55985,85.9,12.1,82.2,0.3,5.2,0.6,17.3
CA,Midway City CDP,121816,92.3,7.8,34,0.8,0.8,47.1,29.1
CA,Milford CDP,55781,89.1,9.9,89.8,0.6,0.6,0.6,6.6
CA,Millbrae city,37627,74.5,31.9,47.3,0.8,0.2,42.8,11.9
CA,Mill Valley city,56250,76,16.7,88.8,0.8,0.2,5.4,4.5
CA,Millville CDP,100500,90.9,4.7,92.6,0,0.8,0.8,6.9
CA,Milpitas city,31912,50.2,23.3,20.5,2.9,0.5,62.2,16.8
CA,Mineral CDP,51875,92.7,20.7,93.5,0,0.8,0.8,3.3
CA,Minkler CDP,40000,23.4,21.3,81.6,0.4,2,2.3,30.1
CA,Mira Loma CDP,16875,36.4,83.1,57.4,1.7,1.1,2.1,67.7
CA,Mira Monte CDP,(X),94,18.6,87.4,0.6,0.9,1.9,18.3
CA,Miranda CDP,(X),94.6,8.2,84.4,0.8,2.5,0.8,14.4
CA,Mission Canyon CDP,44425,72.5,22.2,92.1,0.6,0.7,1.7,8.3
CA,Mission Hills CDP,115260,100,0,75.2,2.5,2.1,3.5,31.8
CA,Mission Viejo city,93777,92.6,6.5,79.8,1.3,0.4,9.1,17
CA,Mi-Wuk Village CDP,143005,97.8,3.3,92.6,0.5,1.8,0.3,7.5
CA,Modesto city,64028,91.7,10.3,65,4.2,1.2,6.7,35.5
CA,Mohawk Vista CDP,100242,86.6,8.2,91.8,0,0.6,4.4,2.5
CA,Mojave CDP,45625,100,10.1,56.2,15.1,1.3,1.3,37.6
CA,Mokelumne Hill CDP,(X),88.2,17.9,88.4,0.5,1.9,0.6,10.2
CA,Monmouth CDP,61150,90.6,13.4,53.9,3.9,0.7,3.3,70.4
CA,Mono City CDP,35417,88.2,37.1,90.7,0,0.6,1.2,21.5
CA,Mono Vista CDP,120227,97,3.6,89.4,0.2,1.9,1.2,9.6
CA,Monrovia city,83234,86.8,5.8,59.9,6.8,0.8,11.2,38.4
CA,Monson CDP,100366,93.8,5.4,64.4,0.5,2.7,2.1,78.2
CA,Montague city,54758,90.4,11.2,86.7,0.3,4.6,0.6,7.4
CA,Montalvin Manor CDP,48577,81.2,20.5,45,7.7,1.3,10.6,62.6
CA,Montara CDP,(X),100,38.8,85.6,0.6,0.7,4.9,11.1
CA,Montclair city,36250,72.6,31.1,52.7,5.2,1.2,9.3,70.2
CA,Montebello city,61890,100,29,53.8,0.9,1,11,79.3
CA,Montecito CDP,30625,56.9,4.8,92.2,0.6,0.4,2.4,6.7
CA,Monterey city,(X),100,0,78.3,2.8,0.5,7.9,13.7
CA,Monterey Park city,53596,91.8,13.6,19.4,0.4,0.4,66.9,26.9
CA,Monterey Park Tract CDP,70358,88.8,10.1,57.9,12.8,0,0,84.2
CA,Monte Rio CDP,(X),71.7,45.6,90.9,0.9,0.5,1,6.9
CA,Monte Sereno city,46591,91.3,21.2,80.8,0.4,0.4,13.9,4.8
CA,Montgomery Creek CDP,66467,72.5,8.1,71.8,1.2,9.8,0,11
CA,Monument Hills CDP,123194,96.2,3.6,75.4,1.3,2.1,5,26.1
CA,Moorpark city,49366,70.1,16.9,75.1,1.5,0.7,6.8,31.4
CA,Morada CDP,45875,71.7,14,74.4,1.2,0.7,10.8,17.7
CA,Moraga town,136619,97.5,7,76.2,1.7,0.2,14.9,7
CA,Moreno Valley city,66166,94.3,9.1,41.9,18,0.9,6.1,54.4
CA,Morgan Hill city,54097,78.7,17.3,65.2,2,0.9,10.2,34
CA,Morongo Valley CDP,-,0,86,86.6,1.1,2.1,0.9,14.9
CA,Morro Bay city,32763,95.6,26,87.1,0.4,0.9,2.5,14.9
CA,Moskowite Corner CDP,193482,98.9,3.4,86.7,0.5,6.6,0.5,11.8
CA,Moss Beach CDP,57386,100,3.2,73.5,0.8,1.4,3.8,29.1
CA,Moss Landing CDP,113750,91.4,2.4,73,3.4,0.5,1,22.5
CA,Mountain Center CDP,99777,87.6,7.2,95.2,0,1.6,1.6,23.8
CA,Mountain Gate CDP,105658,87.5,3.3,90.1,0.7,2.9,0.5,5.2
CA,Mountain House CDP,137436,98.5,5,35.8,9.3,0.5,39.6,16.9
CA,Mountain Mesa CDP,54590,75.2,19.3,88.4,0.9,2.1,0.8,9.9
CA,Mountain Ranch CDP,96051,88.9,9.8,90.4,0.9,2,1.1,7.6
CA,Mountain View CDP,34276,80.9,15.4,79.9,2.5,1.3,3,22.1
CA,Mountain View city,51338,91.2,12.9,56,2.2,0.5,26,21.7
CA,Mountain View Acres CDP,52750,91.3,13.4,55.8,6.9,1.5,3.1,52.6
CA,Mount Hebron CDP,91441,87,5.1,76.8,0,1.1,0,43.2
CA,Mount Hermon CDP,31500,82.8,19,93,0.6,0.3,1.4,8
CA,Mount Laguna CDP,-,100,0,96.5,0,0,1.8,1.8
CA,Mount Shasta city,32337,87.2,23.4,89.6,1.8,0.6,1.6,8.2
CA,Muir Beach CDP,106976,93.2,5.8,91.3,1.6,0.3,3.9,2.3
CA,Murphys CDP,24028,83.6,67.1,92.4,0.4,0.8,0.3,10.1
CA,Murrieta city,36994,96.5,18.9,69.7,5.4,0.7,9.2,25.9
CA,Muscoy CDP,49867,84.6,21.9,41.9,4.3,1.2,0.9,82.9
CA,Myers Flat CDP,103488,93.1,7.8,85.6,0,4.1,0.7,7.5
CA,Myrtletown CDP,55620,73.5,22.2,84.9,1.1,3,3.3,8.3
CA,Napa city,20000,70,5.1,75.1,0.6,0.8,2.3,37.6
CA,National City city,74000,100,9.2,42.2,5.2,1.1,18.3,63
CA,Needles city,-,100,0,75.7,2,8.2,0.7,22.4
CA,Nevada City city,39777,92.7,23.3,92.5,0.8,0.9,1.5,6.7
CA,Newark city,135278,100,0,41.3,4.7,0.7,27.2,35.2
CA,Newcastle CDP,45330,96.5,12.5,90.9,0.6,1.6,1.4,8.5
CA,New Cuyama CDP,74610,92.2,8.4,80.9,0.6,2.7,0.6,45.3
CA,Newell CDP,36108,44.9,33.5,44.3,0.4,5.1,0.2,60.4
CA,Newman city,-,-,-,66.6,2.3,1,1.9,61.6
CA,New Pine Creek CDP,62385,92.4,9.8,90.8,0,0,0,4.1
CA,Newport Beach city,68038,80.9,9.5,87.3,0.7,0.3,7,7.2
